Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
N Nuntarach,THA,2022,2024,28,13,26,0,232,7,33.142857142857146,8.923076923076923,22.285714285714285,3/25,0,0,0
N Oldfield,England,1939,1939,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Pathan,THA,2019,2020,8,5,7.4,0,79,3,26.333333333333332,10.304347826086957,15.333333333333334,1/11,0,0,0
N Peter,South Africa,2024,2024,8,8,18,0,253,9,28.583333333333336,7.527777777777778,24,2/32,0,0,0
N Phillip,West Indies,1978,1979,10,16,0,0,1063,29,29.589285714285715,3.2873626373626372,53.5,4/48,0,0,0
N Pokana,Papau New Guinea,2016,2024,52,51,98.5,3,1431,55,26.188328912466844,5.695911348612137,29.24336870026525,3/25,0,0,0
N Pooran,West Indies,2016,2024,164,7,0,0,174,6,29,6.177514792899408,28.166666666666668,4/48,1,0,0
N Pothas,South Africa,2000,2000,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Pradeep,Sri Lanka,2011,2022,93,116,46.2,0,5778,148,36.36455026455026,6.314555452722253,42.76137566137566,6/132,3,1,0
N Puna,New Zealand,1966,1966,3,5,0,0,240,4,60,3,120,2/40,0,0,0
N Rana,India,2021,2021,3,1,0,0,10,0,Inf,3.3333333333333335,Inf,NA,0,0,0
N Ranatunga,Sri Lanka,1993,1993,2,2,0,0,82,1,82,4.823529411764706,102,1/33,0,0,0
N Reid,South Africa,1921,1921,1,1,0,0,63,2,31.5,3,63,2/63,0,0,0
N Salekar,THA,2024,2024,4,4,15,0,115,5,23,7.666666666666667,18,2/17,0,0,0
N Senamontree,THA,2020,2024,33,33,116.4,9,668,40,16.7,5.725714285714285,17.5,4/9,1,0,0
N Tanner,PHI,2024,2024,7,4,5,0,40,2,20,8,15,2/12,0,0,0
N Thailappan,BHR,2022,2022,2,2,7,0,82,1,82,11.714285714285714,42,1/42,0,0,0
N Thushara,Sri Lanka,2022,2024,15,15,44.5,1,349,24,14.541666666666666,7.784386617100371,11.208333333333334,5/20,2,1,0
N Tyagi,CZK-R,2023,2024,2,2,6,0,52,1,52,8.666666666666666,36,1/22,0,0,0
N Vanua,Papau New Guinea,2014,2024,115,108,173.4,4,3340,127,26.597739692001987,6.217323695385004,27.582463984103327,5/17,6,1,0
N Vimukthi,Sri Lanka,2023,2023,1,1,4,1,13,0,Inf,3.25,Inf,NA,0,0,0
N Wagner,New Zealand,2012,2024,64,122,0,0,7169,260,27.573076923076922,3.1339890710382514,52.78846153846154,7/39,0,9,0
N Wijesekera,Aut,2021,2023,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Yordanov,BUL,2019,2019,2,1,3,0,20,0,Inf,6.666666666666667,Inf,NA,0,0,0
N Zimonjic,SRB,2021,2024,20,7,11.4,0,165,3,55,14.142857142857144,23.333333333333332,2/44,0,0,0
Na David,India,1997,1997,4,4,0,0,133,4,33.25,4.15625,48,3/21,0,0,0
Na De Groot,Canada,2003,2003,6,3,0,0,88,3,29.333333333333332,6.518518518518518,27,2/45,0,0,0
Na Foster,England,1983,1993,77,95,0,0,4727,147,31.985458397534668,3.481930211658847,57.83657550077041,8/107,0,5,1
Na Greenwood,JER,2019,2024,36,16,43,0,236,12,19.666666666666668,5.488372093023256,21.5,3/8,0,0,0
Na Janes,THA,2019,2019,2,1,1,0,12,0,Inf,12,Inf,NA,0,0,0
Na Karnik,SGP,2022,2022,4,4,11.4,0,140,1,140,12,70,1/19,0,0,0
Na Knox,England,1907,1907,2,3,0,0,105,3,35,5,42,2/39,0,0,0
Na Maiolo,ITA,2019,2019,8,7,28,0,152,7,21.714285714285715,5.428571428571429,24,2/8,0,0,0
Na Mallender,England,1992,1992,2,3,0,0,215,10,21.5,2.8730512249443207,44.9,5/50,0,1,0
Na Mcsweeney,Australia,2024,2024,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Na Quinn,South Africa,1929,1932,12,19,0,0,1145,35,32.714285714285715,2.351129363449692,83.48571428571428,6/92,0,1,0
Na Rock,Ireland,2021,2024,26,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Na Saini,India,2019,2021,21,21,32.5,1,888,23,47.08119658119658,6.046780920793499,49.30128205128205,3/17,0,0,0
Na Statham,NED,2003,2009,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nadeem Abbasi,Pakistan,1989,1989,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nadeem Ahmed,Hong Kong,2004,2018,49,49,82.3,3,1478,63,23.183157894736844,5.416099198465439,27.36052631578947,4/26,5,0,0
Nadeem Ghauri,Pakistan,1990,1990,7,7,0,0,250,5,Inf,3.267543859649123,Inf,2/51,0,0,0
Nadeem Khan,Pakistan,1993,1999,4,6,0,0,311,2,Inf,4.128472222222222,Inf,2/147,0,0,0
Nader Zahadiafzal,Iran,2020,2020,3,2,4,0,25,1,25,6.25,24,1/10,0,0,0
Nadif Chowdhury,BAN,2006,2007,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naeem Ahmed,Pakistan,1978,1978,1,1,0,0,43,0,Inf,4.3,Inf,NA,0,0,0
Naeem Ashraf,Pakistan,1995,1995,2,2,0,0,52,0,Inf,7.428571428571429,Inf,NA,0,0,0
Naeem Gull (Swa/Swz),NA,2021,2022,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naeem Islam,BAN,2008,2014,77,68,15,0,1832,39,127.95555555555555,5.381318071356272,217.93333333333334,3/32,0,0,0
Naeemuddin Aslam,United Arab Emirates,2004,2004,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nafees Iqbal,BAN,2003,2006,27,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nahid Rana,BAN,2024,2024,6,10,0,0,678,16,32.785714285714285,4.398496240601504,43.5,4/44,0,0,0
Naiem Bameri,Iran,2020,2020,3,3,8,0,73,1,73,9.125,48,1/14,0,0,0
Naimur Rahman,BAN,1995,2002,37,34,0,0,1622,22,75.11666666666667,4.109559125752332,109.74166666666667,6/132,0,1,0
Najaf Shah,Pakistan,2007,2007,1,1,0,0,59,0,Inf,5.9,Inf,NA,0,0,0
Najeeb Amar,Hong Kong,2004,2014,5,5,3,0,201,4,43.16666666666667,6.9833333333333325,49,2/40,0,0,0
Najeeb Tarakai,Afghanistan,2014,2019,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Najibullah Zadran,Afghanistan,2012,2024,199,2,0,0,30,0,Inf,6,Inf,NA,0,0,0
Najjam Shahzad,PORT,2019,2024,27,26,78.2,0,526,25,21.04,6.714893617021277,18.8,3/25,0,0,0
Najmul Hossain Shanto,BAN,2017,2024,129,20,3,0,187,1,Inf,6.221516007532957,Inf,1/10,0,0,0
Nam Mclean,West Indies,1996,2003,64,77,0,0,3602,90,40.077569169960476,4.149941520300606,60.53211462450594,3/53,0,0,0
Namgay Thinley,BHU,2022,2024,27,25,86.4,3,533,23,23.17391304347826,6.1499999999999995,22.608695652173914,3/3,0,0,0
Nanda Kumar,CRC,2019,2019,3,1,1,0,10,0,Inf,10,Inf,NA,0,0,0
Nangeyalia Kharote,Afghanistan,2024,2024,13,11,12,0,260,16,16.072727272727274,5.094594594594595,20.654545454545456,4/26,2,0,0
Naoomal Jaoomal,India,1932,1934,3,4,0,0,68,2,34,3.7777777777777777,54,1/4,0,0,0
Naseem Khan,CRT,2022,2023,8,5,9,0,85,2,42.5,9.444444444444445,27,1/8,0,0,0
Naseem Khushi,OMA,2017,2024,83,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naseem Shah,Pakistan,2019,2024,66,77,108.1,0,3550,118,29.672934362934363,5.544560845782465,35.53444658944659,5/33,0,3,0
Naseer Malik,Pakistan,1975,1975,3,3,0,0,98,5,19.6,3.2666666666666666,36,2/37,0,0,0
Naseer Naail Ismail,MDV,2023,2023,2,2,6,1,31,1,31,5.166666666666667,36,1/23,0,0,0
Nasim-Ul-Ghani,Pakistan,1958,1973,30,40,0,0,1959,52,37.67307692307692,2.6677258284157963,84.73076923076923,6/67,0,2,0
Nasir Ahmed,BAN,1988,1990,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nasir Aziz,United Arab Emirates,2014,2015,6,6,4,0,278,3,Inf,5.545454545454545,Inf,1/50,0,0,0
Nasir Hameed,Hong Kong,2004,2004,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nasir Hossain,BAN,2011,2018,115,79,29.5,0,1692,39,44.61507936507937,5.457332666029247,64.46825396825398,3/52,0,0,0
Nasir Jamal,Afghanistan,2014,2024,21,2,0,0,11,0,Inf,4.5,Inf,NA,0,0,0
Nasir Jamshed,Pakistan,2008,2015,68,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nasir Javed,United States of America,2004,2004,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nasrulla Rana,Hong Kong,2019,2024,42,39,100,3,820,37,22.16216216216216,8.2,16.216216216216218,6/12,1,1,0
Nasum Ahmed,BAN,2021,2024,52,50,107.3,3,1389,49,31.640196078431373,5.815596381195538,37.418627450980395,4/10,3,0,0
Nat Adcock,South Africa,1953,1962,26,46,0,0,2195,104,21.10576923076923,2.060710373963386,61.45192307692308,6/43,0,5,0
Nauman Anwar,Pakistan,2015,2015,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naumanullah,Pakistan,2008,2008,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naushad Ali,Pakistan,1965,1965,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naved Anjum,Pakistan,1984,1992,15,15,0,0,506,12,41.75,3.607493309545049,72.25,2/57,0,0,0
Naved Ashraf,Pakistan,1998,2000,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Naved Latif,Pakistan,2001,2003,12,3,0,0,51,0,Inf,6.375,Inf,NA,0,0,0
Naved-Ul-Hasan,Pakistan,2003,2010,87,92,14.1,0,4366,133,35.82727272727273,5.569282550722551,45.15117845117845,6/27,6,1,0
Naveed Ahmed,CZK-R,2019,2024,38,34,102,0,714,33,21.636363636363637,7,18.545454545454547,3/8,0,0,0
Naveed Fakhr,KUW,2020,2021,3,2,8,0,63,1,63,7.875,48,1/31,0,0,0
Naveed Shahid,FIN,2021,2022,6,6,18,0,143,6,23.833333333333332,7.944444444444445,18,3/42,0,0,0
Naveed Zadran,Afghanistan,2024,2024,4,6,0,0,269,9,Inf,6.028125,Inf,4/83,0,0,0
Naveen-Ul-Haq,Afghanistan,2016,2024,60,60,149.2,1,1884,81,26.057010785824346,7.011306078147612,23.297765793528505,4/42,3,0,0
Navid Abdollahpour,Iran,2020,2020,2,2,5,1,45,1,45,9,30,1/24,0,0,0
Navid Balouch,Iran,2020,2020,3,1,2,0,23,0,Inf,11.5,Inf,NA,0,0,0
Nawab Of Pataudi Snr (Eng/Ind),NA,1932,1946,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nawaf Ahmed,KUW,2019,2024,10,9,20.3,0,182,4,45.5,8.878048780487806,30.75,2/10,0,0,0
Nawazish Jezuli,KSA,2019,2019,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nawroz Mangal,Afghanistan,2009,2017,81,22,10,0,315,12,24.6875,6.406143344709898,25.8125,3/35,0,0,0
Nay Lin Htun,MYAN,2023,2024,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nayeem Hasan,BAN,2018,2024,11,20,0,0,1058,36,29.38888888888889,3.099609375,56.888888888888886,6/105,0,3,0
Nazakat Ali,NOR,2019,2019,2,2,3,0,16,1,16,5.333333333333333,18,1/6,0,0,0
Nazar Mohammad,Pakistan,1952,1952,5,1,0,0,4,0,Inf,2,Inf,NA,0,0,0
Nazimuddin,BAN,2007,2012,21,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nazmul Hossain,BAN,2004,2012,44,44,7,0,1647,50,45.766666666666666,6.050826296739358,48.42575757575757,4/40,1,0,0
Nazmul Islam,BAN,2018,2018,19,19,38.3,2,565,17,32.30833333333333,4.864905209732797,41.724999999999994,3/28,0,0,0
Nazmus Sadat,BAN,2006,2006,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nazmus Sakib,MAS,2024,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nazril Rahman,MAS,2019,2022,13,9,19,0,186,4,46.5,9.789473684210526,28.5,2/28,0,0,0
Nazwan Ismail,MDV,2019,2024,14,8,22.2,0,208,8,26,9.313432835820896,16.75,3/17,0,0,0
Nb Budayair,NEP,2014,2014,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nb Mahwire,Zimbabwe,2002,2006,33,35,0,0,1690,39,43.86904761904762,4.759985776934929,56.82142857142857,4/92,0,0,0
Nbf Mann,South Africa,1947,1951,19,33,0,0,1920,58,33.10344827586207,1.9875776397515528,99.93103448275862,6/59,0,1,0
Nc Johnson,Zimbabwe,1998,2000,61,53,0,0,1814,50,37.22857142857143,3.9376592514801763,61.00476190476191,4/77,1,0,0
Nc Mcgarrell,West Indies,1998,2001,21,24,0,0,1134,32,36.023529411764706,3.4996340437303335,64.28039215686275,4/23,0,0,0
Nc Tufnell,England,1910,1910,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nck Liyanage,MAS,2019,2019,6,5,14,0,100,3,33.333333333333336,7.142857142857143,28,1/19,0,0,0
Ncl O'neill,Australia,1958,1965,42,29,0,0,667,17,39.23529411764706,2.875,81.88235294117646,4/41,0,0,0
Nd Hirwani,India,1988,1996,35,46,0,0,2706,89,30.683465085639,3.633799150767799,53.43017127799737,8/61,3,4,1
Nd Howard,England,1951,1952,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nd Laegsgaard,DEN,2019,2024,29,27,85.3,1,486,33,14.727272727272727,5.684210526315789,15.545454545454545,4/19,1,0,0
Nd Mckenzie,South Africa,2000,2009,124,11,0,0,95,0,Inf,4.027536231884058,Inf,NA,0,0,0
Ne Bonner,West Indies,2011,2022,23,12,2,0,155,2,Inf,6.130904183535763,Inf,1/29,0,0,0
Ne Clarke,NED,1996,1996,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ne Haig,England,1921,1930,5,10,0,0,448,13,34.46153846153846,2.6198830409356724,78.92307692307692,3/73,0,0,0
Ne Marshall,West Indies,1955,1955,1,2,0,0,62,2,31,1.3333333333333333,139.5,1/22,0,0,0
Neeyamur Rashid,BAN,1999,1999,2,2,0,0,66,1,66,5.076923076923077,78,1/46,0,0,0
Nf Druce,England,1897,1898,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nf Williams,England,1990,1990,1,1,0,0,148,2,74,3.6097560975609757,123,2/148,0,0,0
Nfd Thomson,Australia,1877,1877,2,2,0,0,31,1,31,1.6607142857142856,112,1/14,0,0,0
Nfi Mccallum,Scotland,2006,2011,54,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ng Collins,FIN,2019,2023,24,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ng Cowans,England,1982,1985,42,59,0,0,2916,74,39.485080988917304,3.877235471805894,61.712702472293266,6/77,0,2,0
Ng Jones,Ireland,2010,2012,19,15,2,0,248,10,Inf,5.304627249357327,Inf,2/19,0,0,0
Ng Liyanage,HUN,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ng Smith,New Zealand,2024,2024,2,2,0,0,87,1,87,7.909090909090909,66,1/21,0,0,0
Ngawang Thinley,BHU,2022,2024,11,10,29.3,1,212,15,14.133333333333333,7.186440677966102,11.8,4/13,1,0,0
Ngb Cook,England,1983,1989,18,28,0,0,1784,57,25.740384615384617,3.1931101261779267,54.534615384615385,6/65,0,4,1
Ngrp Jayasuriya,Sri Lanka,2018,2024,18,32,0,0,2852,97,Inf,4.546281947358382,Inf,7/52,0,9,2
Nh Ekanayake,Bhm,2023,2023,4,3,9.5,0,60,3,20,6.101694915254237,19.666666666666668,2/15,0,0,0
Nh Fairbrother,England,1987,1999,85,2,0,0,18,0,Inf,6.75,Inf,NA,0,0,0
Nh Naureen,ESP,2019,2019,1,1,3,1,32,1,32,10.666666666666666,18,1/32,0,0,0
Nhcd Theunissen,South Africa,1889,1889,1,1,0,0,51,0,Inf,3.8249999999999997,Inf,NA,0,0,0
Ni Thomson,England,1964,1965,5,10,0,0,568,9,63.111111111111114,2.2903225806451615,165.33333333333334,2/55,0,0,0
Niaz Ahmed,Pakistan,1967,1969,2,3,0,0,94,3,31.333333333333332,1.9183673469387754,98,2/72,0,0,0
Niaz Ali,Hong Kong,2023,2023,5,5,12.4,0,101,2,50.5,7.973684210526316,38,1/25,0,0,0
Nijat Masood,Afghanistan,2022,2024,6,9,11,0,403,13,28.98611111111111,6.52343241484053,31.52777777777778,5/79,0,1,0
Nilansh Keswani,United Arab Emirates,2023,2024,10,10,39,1,271,10,27.1,6.948717948717949,23.4,2/16,0,0,0
Nimish Lathief,KUW,2023,2024,14,11,26.4,1,190,7,27.142857142857142,7.125,22.857142857142858,2/19,0,0,0
Niv Nagavkar,ISR,2022,2024,9,9,30,1,210,8,26.25,7,22.5,2/19,0,0,0
Nizakat Khan,Hong Kong,2014,2024,119,20,33.5,1,329,15,24.420454545454547,5.56551724137931,27.352272727272727,3/19,0,0,0
Nj Astle,New Zealand,1995,2007,308,255,6.5,0,6002,154,30.99811843929491,4.763262214130689,56.923103584868294,4/43,1,0,0
Nj Contractor,India,1955,1962,31,10,0,0,80,1,80,2.5806451612903225,186,1/9,0,0,0
Nj Ferraby,JER,2019,2021,18,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nj Macrae,Scotland,2006,2006,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nj Maddinson,Australia,2013,2018,9,2,0,0,27,0,Inf,4.5,Inf,NA,0,0,0
Nj O'brien,Ireland,2006,2018,134,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nj Reardon,Australia,2014,2014,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nja Smith,PHI,2023,2023,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Njn Hawke,Australia,1963,1968,27,50,0,0,2677,91,29.417582417582416,2.303125896185833,76.63736263736264,7/105,0,6,1
Njv Aburto,Chile,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nk Aneesh Kumar,SUI,2021,2024,21,20,72.2,1,426,19,22.42105263157895,5.889400921658987,22.842105263157894,3/3,0,0,0
Nk Patel,United States of America,2019,2024,62,60,67.4,1,1658,69,22.23148148148148,5.165280849181778,26.744708994708994,4/30,2,0,0
Nk Shetty,Mex,2019,2019,2,2,8,0,42,4,10.5,5.25,12,3/17,0,0,0
Nk Tiwari,CYP,2021,2024,17,16,52.5,1,357,18,19.833333333333332,6.757097791798107,17.61111111111111,3/14,0,0,0
Nl Mccullum,New Zealand,2007,2016,147,140,187.1,0,4234,121,34.477558839627804,5.9219880088483094,37.74452654625068,4/16,2,0,0
Nl Smith,ITA,2021,2021,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nl Ujawe,SVN,2022,2022,4,4,9,0,59,3,19.666666666666668,6.555555555555555,18,2/12,0,0,0
Nlk Ratnayake,Sri Lanka,1989,1990,2,2,0,0,98,2,49,5.8217821782178225,50.5,1/39,0,0,0
Nltc Perera,Sri Lanka,2009,2021,172,165,0,0,6393,186,46.08181818181818,4.972103187293465,60.22077922077922,6/44,5,4,0
Nltc Perera (Icc/Sl/World),NA,2010,2021,84,67,183.4,1,1717,51,33.666666666666664,9.348457350272232,21.607843137254903,3/24,0,0,0
Nm Carter,Scotland,2013,2013,10,10,26,1,300,11,27.2,5.493626373626373,30.5,3/27,0,0,0
Nm Coulter-Nile,Australia,2013,2019,60,59,97,1,2357,86,26.7460407239819,6.91411597016576,24.693438914027148,4/48,2,0,0
Nm Hauritz,Australia,2002,2011,78,91,7.2,0,4403,128,30.88095238095238,4.76591681446307,43.96825396825397,5/53,2,2,0
Nm Kulkarni,India,1997,2001,13,11,0,0,689,13,99.22727272727272,4.013772600412571,202.77272727272728,3/27,0,0,0
Nm Lyon,Australia,2011,2024,161,275,5,0,17485,560,41.46100628930817,5.820665426587942,49.36198221643895,8/50,1,24,5
Nm Odhiambo,Kenya,2010,2024,72,38,77,0,888,30,30.363636363636363,6.518990443518746,30.375,3/48,0,0,0
Nm Parker,New Zealand,1976,1976,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nm Salonen,FIN,2024,2024,8,8,26.5,0,193,11,17.545454545454547,7.192546583850932,14.636363636363637,4/45,1,0,0
Nmk Smith,England,1996,1996,7,6,0,0,190,6,31.666666666666668,4.367816091954023,43.5,3/29,0,0,0
Nms Param,SGP,2019,2023,20,5,11.3,0,79,3,26.333333333333332,6.869565217391305,23,2/24,0,0,0
Nn Akhter,MLT,2020,2020,3,2,8,0,60,4,15,7.5,12,3/35,0,0,0
Nn Banner,Blz,2021,2021,2,2,5,0,58,0,Inf,11.6,Inf,NA,0,0,0
Nn Odhiambo,Kenya,2006,2022,112,104,102.1,1,3417,100,32.33095238095238,6.833530277045774,30.273809523809526,5/20,1,1,0
No Miller,West Indies,2008,2018,60,57,31.4,0,1951,56,Inf,4.935399193170091,Inf,4/43,2,0,0
No Norton,South Africa,1910,1910,1,1,0,0,47,4,11.75,3.1333333333333333,22.5,4/47,0,0,0
No Perry,West Indies,1999,2000,25,28,0,0,1229,30,41.875,4.147265785238711,63.85,5/70,0,1,0
Noah Mead,Samoa,2024,2024,6,6,15,0,112,4,28,7.466666666666667,22.5,2/21,0,0,0
Noman Ali,Pakistan,2021,2024,17,32,0,0,1853,67,27.65671641791045,2.962430055955236,56.014925373134325,8/46,0,6,1
Noman Amjad,Fran,2021,2024,23,21,65.2,0,467,19,24.57894736842105,7.1479591836734695,20.63157894736842,3/24,0,0,0
Noman Kamawi,Belg,2019,2019,1,1,3,0,28,1,28,9.333333333333334,18,1/28,0,0,0
Noor Ahmad,Afghanistan,2022,2024,24,23,38,0,779,16,47.46825396825397,6.503095975232198,44.61904761904762,4/10,1,0,0
Noor Ali Zadran,Afghanistan,2009,2024,76,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Noor Momand,Belg,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Noor-Ul-Haq,Afghanistan,2010,2010,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Noorkhan Ahmedi,SUI,2021,2024,10,1,2,0,12,1,12,6,12,1/12,0,0,0
Nooruddin Mujadady,GER,2021,2022,6,5,15,0,148,4,37,9.866666666666667,22.5,2/60,0,0,0
Noorullah Sidiqi,Belg,2023,2023,1,1,1,0,20,0,Inf,20,Inf,NA,0,0,0
Nouman Butt,NOR,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nouman Sarwar,QAT,2019,2024,16,15,38.5,1,295,18,16.38888888888889,7.59656652360515,12.944444444444445,4/14,1,0,0
Np Kenjige,United States of America,2019,2024,73,71,62.4,0,2260,77,28.241833030852995,6.082828278498809,31.291288566243196,4/52,1,0,0
Np Mayavo,Zimbabwe,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nr Chowdhury,India,1949,1951,2,3,0,0,205,1,205,2.383720930232558,516,1/130,0,0,0
Nr Dyer,Scotland,1999,1999,5,3,0,0,117,5,23.4,4.5,31.2,2/26,0,0,0
Nr Ferreira,Zimbabwe,2005,2005,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nr Johns-Wickberg,SRB,2021,2023,19,17,57.3,3,393,19,20.68421052631579,6.834782608695652,18.157894736842106,3/6,0,0,0
Nr Kirton,Canada,2019,2024,43,9,5,0,148,5,45.875,9.273684210526316,29.25,2/26,0,0,0
Nr Kumar,Canada,2010,2014,16,2,0,0,63,2,31.5,5.7272727272727275,33,2/40,0,0,0
Nr Kumar (Can/Usa),NA,2012,2024,36,12,30,0,184,8,23,6.133333333333334,22.5,2/18,0,0,0
Nr Mongia,India,1994,2001,184,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nr Welch,Zimbabwe,2023,2023,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nrd Compton,England,2012,2016,16,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nrj Croes,NED,2023,2024,22,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Asgarali,West Indies,1957,1957,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Dhaliwal,Canada,2019,2024,48,7,10,0,79,4,Inf,12.95,Inf,1/11,0,0,0
Ns Harford,New Zealand,1955,1958,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Mitchell-Innes,England,1935,1935,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Poonia,Scotland,2006,2010,29,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Sidhu,India,1983,1999,187,3,0,0,12,0,Inf,6.75,Inf,NA,0,0,0
Ns Tamhane,India,1955,1961,21,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ns Yadav,India,1979,1987,42,68,0,0,3808,110,31.79901960784314,3.357416267942584,61.60539215686274,5/76,0,3,0
Nsk Mehta,Belg,2020,2021,9,9,35,0,237,11,21.545454545454547,6.771428571428571,19.09090909090909,2/15,0,0,0
Nt Broom,New Zealand,2009,2017,52,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nt Ellis,Australia,2021,2024,28,28,70.4,2,923,42,27.553125,6.812205188679245,25.825,4/28,1,0,0
Nt Gireesh,CAM,2024,2024,3,1,2,0,14,1,14,7,12,1/14,0,0,0
Nt Paranavitana,Sri Lanka,2009,2012,32,6,0,0,86,1,86,5.0588235294117645,102,1/26,0,0,0
Nt Pascal,West Indies,2009,2010,3,3,0,0,88,0,Inf,5.360294117647059,Inf,NA,0,0,0
Nt Tilak Varma,India,2023,2024,24,5,5,0,65,2,Inf,5.385714285714286,Inf,1/5,0,0,0
Nurudeen Ibrahim,GHA,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nurul Abedin,BAN,1986,1990,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nurul Hasan,BAN,2016,2023,64,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nv Knight,England,1995,2003,117,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nv Lindsay,South Africa,1921,1921,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nv Ojha,India,2010,2015,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Nv Radford,England,1986,1988,9,11,0,0,581,6,101.375,3.5358559658223987,171.75,2/131,0,0,0
Nw Bracken,Australia,2001,2009,140,145,62.5,2,5183,205,29.83459366807824,4.705995197705325,48.479935470861065,5/47,5,2,0
Nwd Yardley,England,1938,1950,20,20,0,0,707,21,33.666666666666664,2.5523465703971118,79.14285714285714,3/67,0,0,0
Nyein Cham Soe,MYAN,2023,2024,16,9,20.3,0,160,7,22.857142857142858,7.804878048780488,17.571428571428573,2/15,0,0,0
Nz Nhaduate,MOZ,2023,2023,2,2,5,0,36,1,36,7.2,30,1/24,0,0,0
O Bascome,BER,2019,2021,17,0,0,0,0,0,NA,NA,NA,NA,0,0,0
O Davidson,Scotland,2022,2022,1,1,0,0,30,0,Inf,3.3333333333333335,Inf,NA,0,0,0
O Duff,BUL,2024,2024,2,2,2.4,0,28,2,14,10.5,8,2/17,0,0,0
O Fournier,CRC,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
O Gholami,SWE,2021,2021,5,5,17,0,105,4,26.25,6.176470588235294,25.5,2/22,0,0,0
O Goker,TKY,2019,2019,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
